0, 0, 0, 0, 0, 0.014, 0.56, 0.36, 0.064
0, 0, 0.092, 0, 0, 0.91, 0, 0, 0
0.0091, 0.2, 0, 0, 0, 0.34, 0.45, 0, 0
0.021, 0, 0, 0, 0.18, 0, 0, 0.62, 0.18
0, 0, 0, 0.34, 0, 0, 0, 0.021, 0.64
0.012, 0.41, 0.25, 0, 0, 0, 0.33, 0, 0
0.4, 0.047, 0.41, 0, 0, 0.071, 0, 0.059, 0.013
0.26, 0, 0, 0.56, 0.023, 0.011, 0.015, 0, 0.13
0.021, 0, 0, 0.18, 0.6, 0, 0.0062, 0.19, 0
