0.01, 0.04, 0.04, 0.39, 0.01, 0.18, 0.01, 0.32, 0
0, 0.04, 0.01, 0.05, 0.81, 0.03, 0, 0.06, 0
0.03, 0, 0.02, 0.51, 0.04, 0.05, 0.01, 0.34, 0
0, 0, 0, 0.12, 0.86, 0, 0.01, 0.01, 0
0, 0, 0, 0.73, 0.25, 0, 0, 0.02, 0
0, 0, 0, 0.02, 0.98, 0, 0, 0, 0
0, 0, 0, 0.16, 0.8, 0, 0, 0.04, 0
0, 0, 0, 0, 1, 0, 0, 0, 0
