0, 0.012, 0.07, 0.084, 0.0088, 0.041, 0.47, 0.31, 0.0069
0.027, 0, 0.26, 0.003, 0.00062, 0.61, 0.072, 0.014, 0.011
0.045, 0.2, 0, 0.0012, 0.00038, 0.32, 0.43, 0.0065, 0.0019
0.19, 0.0011, 0.0019, 0, 0.16, 0.005, 0.017, 0.46, 0.16
0.034, 0.00052, 0.00024, 0.39, 0, 0.00095, 0.0045, 0.033, 0.53
0.019, 0.3, 0.32, 0.003, 9.5e-05, 0, 0.34, 0.0073, 0.006
0.24, 0.042, 0.41, 0.0032, 0.00019, 0.28, 0, 0.016, 0.0019
0.48, 0.0064, 0.0058, 0.3, 0.016, 0.016, 0.04, 0, 0.14
0.067, 0.0043, 0.0024, 0.34, 0.3, 0.0092, 0.0099, 0.27, 0
